project_id,expected_budget_inr
PRJ_NGO_00085_3,5891300.0
PRJ_NGO_00085_2,3291800.0
PRJ_NGO_00085_1,3750300.0
PRJ_NGO_00086_5,9987300.0
PRJ_NGO_00086_6,7173700.0
PRJ_NGO_00086_4,11752900.0
PRJ_NGO_00086_3,1465600.0
PRJ_NGO_00086_2,13501100.0
PRJ_NGO_00086_1,13235000.0
PRJ_NGO_00087_7,14562000.0
PRJ_NGO_00087_6,10574400.0
PRJ_NGO_00087_5,23237300.0
PRJ_NGO_00087_4,7966600.0
PRJ_NGO_00087_3,7854600.0
PRJ_NGO_00087_2,10362600.0
PRJ_NGO_00087_1,7748100.0
PRJ_NGO_00088_3,4156600.0
PRJ_NGO_00088_2,3150500.0
PRJ_NGO_00088_1,2524700.0
PRJ_NGO_00089_5,2344400.0
PRJ_NGO_00089_4,2449700.0
PRJ_NGO_00089_3,4614500.0
PRJ_NGO_00089_2,1777000.0
PRJ_NGO_00089_1,3285800.0
PRJ_NGO_00090_5,657400.0
PRJ_NGO_00090_4,5535700.0
PRJ_NGO_00090_3,10770000.0
PRJ_NGO_00090_2,9721800.0
PRJ_NGO_00090_1,15171200.0
PRJ_NGO_00091_6,5674000.0
PRJ_NGO_00091_5,5253600.0
PRJ_NGO_00091_4,8738100.0
PRJ_NGO_00091_3,8234400.0
PRJ_NGO_00091_2,7371100.0
PRJ_NGO_00091_1,6297100.0
PRJ_NGO_00092_7,1917100.0
PRJ_NGO_00092_6,11896700.0
PRJ_NGO_00092_5,434200.0
PRJ_NGO_00092_4,6137900.0
PRJ_NGO_00092_3,9266300.0
PRJ_NGO_00092_2,11356000.0
PRJ_NGO_00092_1,4089000.0
PRJ_NGO_00093_3,418200.0
PRJ_NGO_00093_2,8282600.0
PRJ_NGO_00093_1,4478000.0
PRJ_NGO_00094_3,5245900.0
PRJ_NGO_00094_2,4117100.0
PRJ_NGO_00094_1,2034000.0
PRJ_NGO_00095_1,10911700.0
PRJ_NGO_00095_3,8275700.0
PRJ_NGO_00095_2,9409400.0
PRJ_NGO_00096_2,9299900.0
PRJ_NGO_00096_1,3709400.0
PRJ_NGO_00097_7,5087900.0
PRJ_NGO_00097_6,6665500.0
PRJ_NGO_00097_5,1003000.0
PRJ_NGO_00097_4,1006400.0
PRJ_NGO_00097_3,2717200.0
PRJ_NGO_00097_2,6331700.0
PRJ_NGO_00097_1,9220900.0
PRJ_NGO_00098_3,8812000.0
PRJ_NGO_00098_6,16681900.0
PRJ_NGO_00098_7,3791400.0
PRJ_NGO_00098_5,7465000.0
PRJ_NGO_00098_4,5732300.0
PRJ_NGO_00098_2,6609800.0
PRJ_NGO_00098_1,9742900.0
PRJ_NGO_00099_1,6874900.0
PRJ_NGO_00099_2,3121400.0
PRJ_NGO_00101_7,3737100.0
PRJ_NGO_00101_6,8283400.0
PRJ_NGO_00101_5,7454300.0
PRJ_NGO_00101_4,9077300.0
PRJ_NGO_00101_3,2169100.0
PRJ_NGO_00101_2,10064800.0
PRJ_NGO_00101_1,1182000.0
PRJ_NGO_00102_4,18347000.0
PRJ_NGO_00102_3,4188900.0
PRJ_NGO_00102_2,8596700.0
PRJ_NGO_00102_1,6457100.0
PRJ_NGO_00103_2,1426200.0
PRJ_NGO_00103_1,13249700.0
PRJ_NGO_00104_2,8083900.0
PRJ_NGO_00104_1,8430300.0
PRJ_NGO_00105_2,4740700.0
PRJ_NGO_00105_1,1550000.0
PRJ_NGO_00106_1,8503900.0
PRJ_NGO_00107_3,3517700.0
PRJ_NGO_00107_2,3967700.0
PRJ_NGO_00107_1,1099500.0
PRJ_NGO_00108_3,13771600.0
PRJ_NGO_00108_4,6916100.0
PRJ_NGO_00108_2,7967700.0
PRJ_NGO_00108_1,11368700.0
PRJ_NGO_00109_3,8576400.0
PRJ_NGO_00109_2,6971300.0
PRJ_NGO_00109_1,8213100.0
PRJ_NGO_00110_3,6676800.0
PRJ_NGO_00110_4,21282900.0
PRJ_NGO_00110_2,5730000.0
PRJ_NGO_00110_1,23744400.0
PRJ_NGO_00111_5,4056900.0
PRJ_NGO_00111_4,3675300.0
PRJ_NGO_00111_3,9655200.0
PRJ_NGO_00111_2,16894000.0
PRJ_NGO_00111_1,15381900.0
PRJ_NGO_00112_5,8585900.0
PRJ_NGO_00112_6,4145500.0
PRJ_NGO_00112_4,16656600.0
PRJ_NGO_00112_3,3836700.0
PRJ_NGO_00112_2,2719700.0
PRJ_NGO_00112_1,4801500.0
PRJ_NGO_00113_3,2750800.0
PRJ_NGO_00113_2,3760100.0
PRJ_NGO_00113_1,7860100.0
PRJ_NGO_00114_3,20152400.0
PRJ_NGO_00114_2,6626700.0
PRJ_NGO_00114_1,1759200.0
PRJ_NGO_00115_5,5248400.0
PRJ_NGO_00115_4,4340400.0
PRJ_NGO_00115_3,19047600.0
PRJ_NGO_00115_2,10102200.0
PRJ_NGO_00115_1,3655800.0
PRJ_NGO_00116_2,8662000.0
PRJ_NGO_00116_1,7830400.0
PRJ_NGO_00117_4,7368800.0
PRJ_NGO_00117_3,3552000.0
PRJ_NGO_00117_2,7013900.0
PRJ_NGO_00117_1,5908600.0
PRJ_NGO_00118_4,711500.0
PRJ_NGO_00118_3,6268000.0
PRJ_NGO_00118_2,9786300.0
PRJ_NGO_00118_1,7902300.0
PRJ_NGO_00119_3,5501800.0
PRJ_NGO_00119_4,4292900.0
PRJ_NGO_00119_2,3508600.0
PRJ_NGO_00119_1,20258700.0
PRJ_NGO_00120_4,4846100.0
PRJ_NGO_00120_3,9267400.0
PRJ_NGO_00120_2,4403800.0
PRJ_NGO_00120_1,10400200.0
PRJ_NGO_00121_5,2431300.0
PRJ_NGO_00121_4,4452100.0
PRJ_NGO_00121_3,9554500.0
PRJ_NGO_00121_2,2213600.0
PRJ_NGO_00121_1,1662300.0
PRJ_NGO_00122_2,641600.0
PRJ_NGO_00122_1,871700.0
PRJ_NGO_00123_5,2942700.0
PRJ_NGO_00123_4,3351500.0
PRJ_NGO_00123_3,2484600.0
PRJ_NGO_00123_2,7360000.0
PRJ_NGO_00123_1,2749000.0
PRJ_NGO_00124_6,1839500.0
PRJ_NGO_00124_5,8301900.0
PRJ_NGO_00124_4,6791900.0
PRJ_NGO_00124_3,10909100.0
PRJ_NGO_00124_2,13964900.0
PRJ_NGO_00124_1,12420600.0
PRJ_NGO_00125_6,500600.0
PRJ_NGO_00125_5,6183600.0
PRJ_NGO_00125_4,8395400.0
PRJ_NGO_00125_3,5462000.0
PRJ_NGO_00125_2,4548900.0
PRJ_NGO_00125_1,718800.0
PRJ_NGO_00126_6,942800.0
PRJ_NGO_00126_5,2694400.0
PRJ_NGO_00126_4,6793500.0
PRJ_NGO_00126_3,2609600.0
PRJ_NGO_00126_2,844100.0
PRJ_NGO_00126_1,1121200.0
PRJ_NGO_00128_6,966700.0
PRJ_NGO_00128_3,346800.0
PRJ_NGO_00128_5,1077900.0
PRJ_NGO_00128_7,2347800.0
PRJ_NGO_00128_4,2815900.0
PRJ_NGO_00128_2,3503900.0
PRJ_NGO_00128_1,331100.0
PRJ_NGO_00129_5,8279300.0
PRJ_NGO_00129_4,11076100.0
PRJ_NGO_00129_3,1999400.0
PRJ_NGO_00129_2,4388100.0
PRJ_NGO_00129_1,10743800.0
PRJ_NGO_00130_3,9048500.0
PRJ_NGO_00130_1,18108500.0
PRJ_NGO_00130_2,20766800.0
PRJ_NGO_00131_1,3150700.0
PRJ_NGO_00131_2,7807300.0
PRJ_NGO_00133_7,14182900.0
PRJ_NGO_00133_6,2681600.0
PRJ_NGO_00133_5,13560800.0
PRJ_NGO_00133_4,9087800.0
PRJ_NGO_00133_3,2738900.0
PRJ_NGO_00133_2,11404700.0
PRJ_NGO_00133_1,4699400.0
PRJ_NGO_00134_5,3421600.0
PRJ_NGO_00134_4,12193400.0
PRJ_NGO_00134_3,8936300.0
PRJ_NGO_00134_2,7374500.0
PRJ_NGO_00134_1,7197900.0
PRJ_NGO_00135_4,3228600.0
PRJ_NGO_00135_3,3440700.0
PRJ_NGO_00135_2,10903700.0
PRJ_NGO_00135_1,12408400.0
PRJ_NGO_00136_1,13646900.0
PRJ_NGO_00136_2,6940300.0
PRJ_NGO_00136_3,12347900.0
PRJ_NGO_00137_7,5228300.0
PRJ_NGO_00137_6,7860400.0
PRJ_NGO_00137_5,1794600.0
PRJ_NGO_00137_4,1881800.0
PRJ_NGO_00137_3,5197500.0
PRJ_NGO_00137_2,7956300.0
PRJ_NGO_00137_1,666300.0
PRJ_NGO_00138_7,12919700.0
PRJ_NGO_00138_6,1951400.0
PRJ_NGO_00138_5,18174000.0
PRJ_NGO_00138_4,15628200.0
PRJ_NGO_00138_3,23084000.0
PRJ_NGO_00138_2,14013300.0
PRJ_NGO_00138_1,1280800.0
PRJ_NGO_00139_5,8072100.0
PRJ_NGO_00139_4,10178600.0
PRJ_NGO_00139_3,15035500.0
PRJ_NGO_00139_2,7861500.0
PRJ_NGO_00139_1,2625100.0
PRJ_NGO_00140_5,15105600.0
PRJ_NGO_00140_4,5655300.0
PRJ_NGO_00140_6,8479200.0
PRJ_NGO_00140_3,16270100.0
PRJ_NGO_00140_2,7778000.0
PRJ_NGO_00140_1,5155600.0
PRJ_NGO_00141_4,11500100.0
PRJ_NGO_00141_3,8706100.0
PRJ_NGO_00141_2,2202700.0
PRJ_NGO_00141_1,3431300.0
PRJ_NGO_00142_2,3311600.0
PRJ_NGO_00142_1,8721400.0
PRJ_NGO_00143_2,4669400.0
PRJ_NGO_00143_1,5317900.0
PRJ_NGO_00145_3,6115800.0
PRJ_NGO_00145_2,651600.0
PRJ_NGO_00145_1,5915900.0
PRJ_NGO_00146_5,5341700.0
PRJ_NGO_00146_4,12374500.0
PRJ_NGO_00146_3,7252000.0
PRJ_NGO_00146_2,5808100.0
PRJ_NGO_00146_1,7637900.0
PRJ_NGO_00147_7,18848400.0
PRJ_NGO_00147_6,17595800.0
PRJ_NGO_00147_5,9080700.0
PRJ_NGO_00147_4,8141400.0
PRJ_NGO_00147_3,15339900.0
PRJ_NGO_00147_2,15256500.0
PRJ_NGO_00147_1,9874100.0
PRJ_NGO_00148_4,2643500.0
PRJ_NGO_00148_3,1611600.0
PRJ_NGO_00148_2,1088400.0
PRJ_NGO_00148_1,1353200.0
PRJ_NGO_00149_3,17019900.0
PRJ_NGO_00149_2,5695800.0
PRJ_NGO_00149_1,17585600.0
PRJ_NGO_00150_5,7695200.0
PRJ_NGO_00150_4,5663200.0
PRJ_NGO_00150_3,3150700.0
PRJ_NGO_00150_2,5995400.0
PRJ_NGO_00150_1,4089600.0
PRJ_NGO_00151_1,1855800.0
PRJ_NGO_00152_6,11123000.0
PRJ_NGO_00152_5,13982400.0
PRJ_NGO_00152_4,7574300.0
PRJ_NGO_00152_3,16200100.0
PRJ_NGO_00152_2,4230400.0
PRJ_NGO_00152_1,5486800.0
PRJ_NGO_00153_2,22002900.0
PRJ_NGO_00153_1,6004300.0
PRJ_NGO_00154_6,3229400.0
PRJ_NGO_00154_5,2781700.0
PRJ_NGO_00154_4,2856500.0
PRJ_NGO_00154_3,13357400.0
PRJ_NGO_00154_2,8505900.0
PRJ_NGO_00154_1,8707700.0
PRJ_NGO_00155_3,11857800.0
PRJ_NGO_00155_2,3857100.0
PRJ_NGO_00155_1,11148600.0
PRJ_NGO_00156_3,9381800.0
PRJ_NGO_00156_2,8419200.0
PRJ_NGO_00156_1,2226600.0
PRJ_NGO_00157_2,6401000.0
PRJ_NGO_00157_1,6854900.0
PRJ_NGO_00158_2,932600.0
PRJ_NGO_00158_1,4009700.0
PRJ_NGO_00159_2,25109800.0
PRJ_NGO_00159_1,2650800.0
PRJ_NGO_00160_1,1220500.0
PRJ_NGO_00161_2,1844200.0
PRJ_NGO_00161_1,9955500.0
PRJ_NGO_00162_3,3250200.0
PRJ_NGO_00162_2,4862900.0
PRJ_NGO_00162_1,27780300.0
PRJ_NGO_00164_5,3215400.0
PRJ_NGO_00164_4,11499900.0
PRJ_NGO_00164_3,1907000.0
PRJ_NGO_00164_2,13697200.0
PRJ_NGO_00164_1,4156100.0
PRJ_NGO_00166_7,10359700.0
PRJ_NGO_00166_6,11825000.0
PRJ_NGO_00166_5,21446300.0
PRJ_NGO_00166_4,22341200.0
PRJ_NGO_00166_3,6520500.0
PRJ_NGO_00166_2,1313400.0
PRJ_NGO_00166_1,19433000.0
PRJ_NGO_00167_6,5986400.0
PRJ_NGO_00167_3,2980800.0
PRJ_NGO_00167_4,2440000.0
PRJ_NGO_00167_5,11852000.0
PRJ_NGO_00167_2,10765600.0
PRJ_NGO_00167_1,9751200.0
PRJ_NGO_00168_6,5492800.0
PRJ_NGO_00168_5,5475000.0
PRJ_NGO_00168_4,8791600.0
PRJ_NGO_00168_3,12607400.0
PRJ_NGO_00168_2,6091400.0
PRJ_NGO_00168_1,2768900.0
PRJ_NGO_00169_4,15219100.0
PRJ_NGO_00169_3,18983600.0
PRJ_NGO_00169_2,2726100.0
PRJ_NGO_00169_1,9033500.0
PRJ_NGO_00170_5,4153900.0
PRJ_NGO_00170_4,1150700.0
PRJ_NGO_00170_3,2966700.0
PRJ_NGO_00170_2,10786800.0
PRJ_NGO_00170_1,4567400.0
PRJ_NGO_00171_4,2407600.0
PRJ_NGO_00171_3,2583600.0
PRJ_NGO_00171_2,2670300.0
PRJ_NGO_00171_1,9531400.0
PRJ_NGO_00172_2,7029500.0
PRJ_NGO_00172_1,5645400.0
PRJ_NGO_00173_3,1939700.0
PRJ_NGO_00173_5,3178500.0
PRJ_NGO_00173_6,8195900.0
PRJ_NGO_00173_4,5680800.0
PRJ_NGO_00173_2,2133400.0
PRJ_NGO_00173_1,12949800.0
PRJ_NGO_00174_7,7965600.0
PRJ_NGO_00174_6,7270800.0
PRJ_NGO_00174_5,3435300.0
PRJ_NGO_00174_4,7825500.0
PRJ_NGO_00174_3,6788400.0
PRJ_NGO_00174_2,8186400.0
PRJ_NGO_00174_1,1556500.0
PRJ_NGO_00175_2,2021600.0
PRJ_NGO_00175_1,167500.0
PRJ_NGO_00176_5,19542600.0
PRJ_NGO_00176_4,30087500.0
PRJ_NGO_00176_3,5501300.0
PRJ_NGO_00176_2,12489200.0
PRJ_NGO_00176_1,13063200.0
PRJ_NGO_00178_2,2869800.0
PRJ_NGO_00178_1,1175800.0
PRJ_NGO_00179_4,5995800.0
PRJ_NGO_00179_3,9335600.0
PRJ_NGO_00179_2,11045100.0
PRJ_NGO_00179_1,3606900.0
PRJ_NGO_00180_1,23012800.0
PRJ_NGO_00181_1,6791200.0
PRJ_NGO_00182_7,5527400.0
PRJ_NGO_00182_6,3133600.0
PRJ_NGO_00182_5,2321400.0
PRJ_NGO_00182_4,2322200.0
PRJ_NGO_00182_3,3301200.0
PRJ_NGO_00182_2,991300.0
PRJ_NGO_00182_1,2594800.0
PRJ_NGO_00183_4,585100.0
PRJ_NGO_00183_3,470300.0
PRJ_NGO_00183_2,4310300.0
PRJ_NGO_00183_1,1711600.0
PRJ_NGO_00184_2,462500.0
PRJ_NGO_00184_1,10730100.0
PRJ_NGO_00186_3,4759900.0
PRJ_NGO_00186_2,6079300.0
PRJ_NGO_00186_1,10495400.0
PRJ_NGO_00188_1,7960400.0
PRJ_NGO_00189_4,5317300.0
PRJ_NGO_00189_3,4415400.0
PRJ_NGO_00189_2,450500.0
PRJ_NGO_00189_1,1061200.0
PRJ_NGO_00190_4,3201900.0
PRJ_NGO_00190_3,10091600.0
PRJ_NGO_00190_2,2415300.0
